RealGM Summary Page,Highest Level Reached,Season,,School,,SR-1,SR-2,BPM,,,
/player/Brendan-Lane/Summary/6883,International,2010,11,UCLA,/player/Brendan-Lane/Summary/6883=2010,/cbb/players/brendan-lane-1.html,,0.50,4.50,5.00,
/player/Brendan-Lane/Summary/6883,International,2011,12,UCLA,/player/Brendan-Lane/Summary/6883=2011,/cbb/players/brendan-lane-1.html,,-1.30,-2.60,-3.90,
/player/Brendan-Lane/Summary/6883,International,2013,14,Pepperdine,/player/Brendan-Lane/Summary/6883=2013,/cbb/players/brendan-lane-1.html,,0.90,3.80,4.70,
/player/Jaron-Lane/Summary/16202,International,2010,11,UNC Asheville,/player/Jaron-Lane/Summary/16202=2010,/cbb/players/jaron-lane-1.html,,-0.30,-0.10,-0.50,
/player/Jaron-Lane/Summary/16202,International,2011,12,UNC Asheville,/player/Jaron-Lane/Summary/16202=2011,/cbb/players/jaron-lane-1.html,,2.90,-1.70,1.20,
/player/Jaron-Lane/Summary/16202,International,2013,14,UNC Asheville,/player/Jaron-Lane/Summary/16202=2013,/cbb/players/jaron-lane-1.html,,2.50,-3.60,-1.10,
/player/Andrew-Lawrence/Summary/21027,International,2010,11,Charleston,/player/Andrew-Lawrence/Summary/21027=2010,/cbb/players/andrew-lawrence-1.html,,2.20,-0.20,2.00,
/player/Andrew-Lawrence/Summary/21027,International,2011,12,Charleston,/player/Andrew-Lawrence/Summary/21027=2011,/cbb/players/andrew-lawrence-1.html,,3.30,0.00,3.30,
/player/Andrew-Lawrence/Summary/21027,International,2012,13,Charleston,/player/Andrew-Lawrence/Summary/21027=2012,/cbb/players/andrew-lawrence-1.html,,3.30,-0.10,3.20,
/player/Jeff-Ledbetter/Summary/8911,International,2010,11,Idaho,/player/Jeff-Ledbetter/Summary/8911=2010,/cbb/players/jeff-ledbetter-1.html,,6.30,-0.90,5.40,
/player/Jonathan-Lee/Summary/18811,International,2010,11,Northeastern,/player/Jonathan-Lee/Summary/18811=2010,/cbb/players/jonathan-lee-3.html,,3.10,-3.00,0.00,
/player/Jonathan-Lee/Summary/18811,International,2011,12,Northeastern,/player/Jonathan-Lee/Summary/18811=2011,/cbb/players/jonathan-lee-3.html,,3.60,-1.80,1.80,
/player/Jonathan-Lee/Summary/18811,International,2012,13,Northeastern,/player/Jonathan-Lee/Summary/18811=2012,/cbb/players/jonathan-lee-3.html,,2.80,-1.10,1.70,
/player/Kawhi-Leonard/Summary/2256,NBA,2010,11,San Diego State,/player/Kawhi-Leonard/Summary/2256=2010,/cbb/players/kawhi-leonard-1.html,,3.90,5.20,9.10,
/player/Beau-Leveasque/Summary/8527,International,2011,12,Saint Mary's,/player/Beau-Leveasque/Summary/8527=2011,/cbb/players/beau-levesque-1.html,,0.10,-1.30,-1.10,
/player/Beau-Leveasque/Summary/8527,International,2012,13,Saint Mary's,/player/Beau-Leveasque/Summary/8527=2012,/cbb/players/beau-levesque-1.html,,7.10,0.90,8.00,
/player/Beau-Leveasque/Summary/8527,International,2013,14,Saint Mary's,/player/Beau-Leveasque/Summary/8527=2013,/cbb/players/beau-levesque-1.html,,2.40,1.60,4.00,
/player/Tony-Lewis/Summary/7302,International,2010,11,Illinois State,/player/Tony-Lewis/Summary/7302=2010,/cbb/players/tony-lewis-2.html,,-0.80,0.30,-0.50,
/player/Wendell-Lewis/Summary/5845,International,2010,11,Mississippi State,/player/Wendell-Lewis/Summary/5845=2010,/cbb/players/wendell-lewis-1.html,,-0.30,3.00,2.70,
/player/Wendell-Lewis/Summary/5845,International,2011,12,Mississippi State,/player/Wendell-Lewis/Summary/5845=2011,/cbb/players/wendell-lewis-1.html,,1.10,2.80,3.90,
/player/Wendell-Lewis/Summary/5845,International,2012,13,Mississippi State,/player/Wendell-Lewis/Summary/5845=2012,/cbb/players/wendell-lewis-1.html,,0.20,-0.30,-0.10,
/player/Wendell-Lewis/Summary/5845,International,2014,15,Alabama State,/player/Wendell-Lewis/Summary/5845=2014,/cbb/players/wendell-lewis-1.html,,-3.30,0.00,-3.30,
/player/Trent-Lockett/Summary/6679,International,2010,11,Arizona State,/player/Trent-Lockett/Summary/6679=2010,/cbb/players/trent-lockett-1.html,,2.10,1.10,3.20,
/player/Trent-Lockett/Summary/6679,International,2011,12,Arizona State,/player/Trent-Lockett/Summary/6679=2011,/cbb/players/trent-lockett-1.html,,1.90,0.90,2.80,
/player/Trent-Lockett/Summary/6679,International,2012,13,Marquette,/player/Trent-Lockett/Summary/6679=2012,/cbb/players/trent-lockett-1.html,,2.20,3.40,5.50,
/player/Carlos-Lopez-Sosa/Summary/10004,International,2010,11,UNLV,/player/Carlos-Lopez-Sosa/Summary/10004=2010,/cbb/players/carlos-lopez-1.html,,-1.40,5.60,4.20,
/player/Carlos-Lopez-Sosa/Summary/10004,International,2011,12,UNLV,/player/Carlos-Lopez-Sosa/Summary/10004=2011,/cbb/players/carlos-lopez-1.html,,2.50,5.20,7.70,
/player/Carlos-Lopez-Sosa/Summary/10004,International,2012,13,UNLV,/player/Carlos-Lopez-Sosa/Summary/10004=2012,/cbb/players/carlos-lopez-1.html,,-1.50,5.60,4.00,
/player/Carlos-Lopez-Sosa/Summary/10004,International,2013,14,UNLV,/player/Carlos-Lopez-Sosa/Summary/10004=2013,/cbb/players/carlos-lopez-1.html,,-4.20,4.00,-0.20,
/player/Pavol-Losonsky/Summary/16771,International,2010,11,UC Irvine,/player/Pavol-Losonsky/Summary/16771=2010,/cbb/players/pavol-losonsky-1.html,,-3.30,-2.30,-5.70,
/player/Michael-Lyons/Summary/9492,D-League,2010,11,Air Force,/player/Michael-Lyons/Summary/9492=2010,/cbb/players/michael-lyons-1.html,,2.70,-0.60,2.00,
/player/Michael-Lyons/Summary/9492,D-League,2011,12,Air Force,/player/Michael-Lyons/Summary/9492=2011,/cbb/players/michael-lyons-1.html,,1.60,-1.70,-0.20,
/player/Michael-Lyons/Summary/9492,D-League,2012,13,Air Force,/player/Michael-Lyons/Summary/9492=2012,/cbb/players/michael-lyons-1.html,,5.50,-2.40,3.10,
/player/Kenny-Hall/Summary/5916,International,2010,11,Tennessee,/player/Kenny-Hall/Summary/5916=2010,/cbb/players/kenny-hall-1.html,,-2.70,0.70,-2.00,
/player/Kenny-Hall/Summary/5916,International,2011,12,Tennessee,/player/Kenny-Hall/Summary/5916=2011,/cbb/players/kenny-hall-1.html,,-0.50,3.40,2.90,
/player/Kenny-Hall/Summary/5916,International,2012,13,Tennessee,/player/Kenny-Hall/Summary/5916=2012,/cbb/players/kenny-hall-1.html,,0.10,1.20,1.20,
/player/Amath-MBaye/Summary/10105,International,2010,11,Wyoming,/player/Amath-MBaye/Summary/10105=2010,/cbb/players/amath-mbaye-1.html,,-2.30,-0.20,-2.50,
/player/Amath-MBaye/Summary/10105,International,2012,13,Oklahoma,/player/Amath-MBaye/Summary/10105=2012,/cbb/players/amath-mbaye-1.html,,0.80,2.40,3.20,
/player/Nikola-Malesevic/Summary/10638,International,2010,11,Rhode Island,/player/Nikola-Malesevic/Summary/10638=2010,/cbb/players/nikola-malesevic-1.html,,3.50,1.30,4.80,
/player/Nikola-Malesevic/Summary/10638,International,2011,12,Rhode Island,/player/Nikola-Malesevic/Summary/10638=2011,/cbb/players/nikola-malesevic-1.html,,2.00,-2.40,-0.40,
/player/Nikola-Malesevic/Summary/10638,International,2012,13,Rhode Island,/player/Nikola-Malesevic/Summary/10638=2012,/cbb/players/nikola-malesevic-1.html,,0.90,1.00,2.00,
/player/Jermaine-Mallett/Summary/7406,International,2010,11,Missouri State,/player/Jermaine-Mallett/Summary/7406=2010,/cbb/players/jermaine-mallett-1.html,,4.80,1.00,5.80,
/player/Andre-Malone/Summary/5577,International,2010,11,Auburn,/player/Andre-Malone/Summary/5577=2010,/cbb/players/andre-malone-1.html,,3.10,-2.10,0.90,
/player/Andre-Malone/Summary/5577,International,2011,12,Rhode Island,/player/Andre-Malone/Summary/5577=2011,/cbb/players/andre-malone-1.html,,0.70,-3.40,-2.70,
/player/Andre-Malone/Summary/5577,International,2012,13,Rhode Island,/player/Andre-Malone/Summary/5577=2012,/cbb/players/andre-malone-1.html,,2.40,-0.10,2.30,
/player/Paolo-Mancasola/Summary/8585,International,2011,12,UC Davis,/player/Paolo-Mancasola/Summary/8585=2011,/cbb/players/paolo-mancasola-1.html,,-3.30,-3.70,-7.00,
/player/Paolo-Mancasola/Summary/8585,International,2012,13,UC Davis,/player/Paolo-Mancasola/Summary/8585=2012,/cbb/players/paolo-mancasola-1.html,,-4.00,-3.10,-7.00,
/player/Justin-Manns/Summary/11495,International,2010,11,Kent State,/player/Justin-Manns/Summary/11495=2010,/cbb/players/justin-manns-1.html,,-0.80,3.10,2.30,
/player/Justin-Manns/Summary/11495,International,2011,12,Kent State,/player/Justin-Manns/Summary/11495=2011,/cbb/players/justin-manns-1.html,,-1.00,0.20,-0.80,
/player/Chris-Manresa/Summary/8574,International,2010,11,San Diego,/player/Chris-Manresa/Summary/8574=2010,/cbb/players/chris-manresa-1.html,,-3.20,1.90,-1.30,
/player/Chris-Manresa/Summary/8574,International,2011,12,San Diego,/player/Chris-Manresa/Summary/8574=2011,/cbb/players/chris-manresa-1.html,,-1.20,-0.60,-1.80,
/player/Chris-Manresa/Summary/8574,International,2012,13,San Diego,/player/Chris-Manresa/Summary/8574=2012,/cbb/players/chris-manresa-1.html,,-1.10,1.10,0.00,
/player/Sandi-Marcius/Summary/3992,International,2010,11,Purdue,/player/Sandi-Marcius/Summary/3992=2010,/cbb/players/sandi-marcius-1.html,,-6.10,3.40,-2.70,
/player/Sandi-Marcius/Summary/3992,International,2011,12,Purdue,/player/Sandi-Marcius/Summary/3992=2011,/cbb/players/sandi-marcius-1.html,,-2.90,2.40,-0.50,
/player/Sandi-Marcius/Summary/3992,International,2012,13,Purdue,/player/Sandi-Marcius/Summary/3992=2012,/cbb/players/sandi-marcius-1.html,,0.50,4.50,5.00,
/player/Sandi-Marcius/Summary/3992,International,2013,14,DePaul,/player/Sandi-Marcius/Summary/3992=2013,/cbb/players/sandi-marcius-1.html,,-1.00,1.30,0.20,
/player/Alex-Marcotullio/Summary/3951,International,2010,11,Northwestern,/player/Alex-Marcotullio/Summary/3951=2010,/cbb/players/alex-marcotullio-1.html,,3.60,0.50,4.10,
/player/Alex-Marcotullio/Summary/3951,International,2011,12,Northwestern,/player/Alex-Marcotullio/Summary/3951=2011,/cbb/players/alex-marcotullio-1.html,,3.50,-0.30,3.20,
/player/Alex-Marcotullio/Summary/3951,International,2012,13,Northwestern,/player/Alex-Marcotullio/Summary/3951=2012,/cbb/players/alex-marcotullio-1.html,,2.80,1.10,3.90,
/player/Andre-Marhold/Summary/10384,International,2010,11,Duquesne,/player/Andre-Marhold/Summary/10384=2010,/cbb/players/andre-marhold-1.html,,-2.40,2.70,0.30,
/player/Andre-Marhold/Summary/10384,International,2011,12,Duquesne,/player/Andre-Marhold/Summary/10384=2011,/cbb/players/andre-marhold-1.html,,-3.40,2.50,-0.90,
/player/Andre-Marhold/Summary/10384,International,2012,13,Duquesne,/player/Andre-Marhold/Summary/10384=2012,/cbb/players/andre-marhold-1.html,,-3.40,2.70,-0.70,
/player/Anthony-Marshall/Summary/10002,International,2010,11,UNLV,/player/Anthony-Marshall/Summary/10002=2010,/cbb/players/anthony-marshall-2.html,,3.30,4.00,7.30,
/player/Anthony-Marshall/Summary/10002,International,2011,12,UNLV,/player/Anthony-Marshall/Summary/10002=2011,/cbb/players/anthony-marshall-2.html,,1.50,3.20,4.70,
/player/Anthony-Marshall/Summary/10002,International,2012,13,UNLV,/player/Anthony-Marshall/Summary/10002=2012,/cbb/players/anthony-marshall-2.html,,3.30,2.30,5.70,
/player/Jermaine-Marshall/Summary/3981,International,2010,11,Penn State,/player/Jermaine-Marshall/Summary/3981=2010,/cbb/players/jermaine-marshall-1.html,,-0.20,2.40,2.30,
/player/Jermaine-Marshall/Summary/3981,International,2011,12,Penn State,/player/Jermaine-Marshall/Summary/3981=2011,/cbb/players/jermaine-marshall-1.html,,0.60,1.30,1.90,
/player/Jermaine-Marshall/Summary/3981,International,2012,13,Penn State,/player/Jermaine-Marshall/Summary/3981=2012,/cbb/players/jermaine-marshall-1.html,,3.60,1.40,5.00,
/player/Jermaine-Marshall/Summary/3981,International,2013,14,Arizona State,/player/Jermaine-Marshall/Summary/3981=2013,/cbb/players/jermaine-marshall-1.html,,4.50,0.60,5.20,
/player/Zeke-Marshall/Summary/11192,International,2010,11,Akron,/player/Zeke-Marshall/Summary/11192=2010,/cbb/players/zeke-marshall-1.html,,-2.60,6.10,3.50,
/player/Zeke-Marshall/Summary/11192,International,2011,12,Akron,/player/Zeke-Marshall/Summary/11192=2011,/cbb/players/zeke-marshall-1.html,,0.50,5.50,6.00,
/player/Zeke-Marshall/Summary/11192,International,2012,13,Akron,/player/Zeke-Marshall/Summary/11192=2012,/cbb/players/zeke-marshall-1.html,,3.60,7.90,11.40,
/player/Dinko-Marshavelski/Summary/18809,International,2010,11,Northeastern,/player/Dinko-Marshavelski/Summary/18809=2010,/cbb/players/dinko-marshavelski-1.html,,-3.10,-1.00,-4.10,
/player/Dinko-Marshavelski/Summary/18809,International,2011,12,Northeastern,/player/Dinko-Marshavelski/Summary/18809=2011,/cbb/players/dinko-marshavelski-1.html,,#N/A,#N/A,#N/A,played 1 game
/player/Dinko-Marshavelski/Summary/18809,International,2012,13,Northeastern,/player/Dinko-Marshavelski/Summary/18809=2012,/cbb/players/dinko-marshavelski-1.html,,-6.40,-6.10,-12.50,
/player/Davis-Martens/Summary/18402,International,2010,11,Siena,/player/Davis-Martens/Summary/18402=2010,/cbb/players/davis-martens-1.html,,-6.70,0.50,-6.20,
/player/Davis-Martens/Summary/18402,International,2012,13,Siena,/player/Davis-Martens/Summary/18402=2012,/cbb/players/davis-martens-1.html,,-4.40,-1.90,-6.20,
/player/Sam-Martin/Summary/12716,International,2010,11,Yale,/player/Sam-Martin/Summary/12716=2010,/cbb/players/sam-martin-1.html,,-1.50,-2.90,-4.40,
/player/Sam-Martin/Summary/12716,International,2011,12,Yale,/player/Sam-Martin/Summary/12716=2011,/cbb/players/sam-martin-1.html,,-2.70,-2.40,-5.00,
/player/Sam-Martin/Summary/12716,International,2012,13,Yale,/player/Sam-Martin/Summary/12716=2012,/cbb/players/sam-martin-1.html,,1.80,-3.80,-1.90,
/player/Zaccheus-Mason/Summary/31678,International,2011,12,Chattanooga,/player/Zaccheus-Mason/Summary/31678=2011,/cbb/players/z-mason-1.html,,-5.10,-1.00,-6.10,
/player/Zaccheus-Mason/Summary/31678,International,2012,13,Chattanooga,/player/Zaccheus-Mason/Summary/31678=2012,/cbb/players/z-mason-1.html,,1.60,-1.50,0.10,
/player/Zaccheus-Mason/Summary/31678,International,2013,14,Chattanooga,/player/Zaccheus-Mason/Summary/31678=2013,/cbb/players/z-mason-1.html,,-0.10,0.80,0.60,
/player/Chris-Matagrano/Summary/17843,International,2010,11,New Hampshire,/player/Chris-Matagrano/Summary/17843=2010,/cbb/players/chris-matagrano-1.html,,-7.70,-0.70,-8.50,
/player/Chris-Matagrano/Summary/17843,International,2011,12,New Hampshire,/player/Chris-Matagrano/Summary/17843=2011,/cbb/players/chris-matagrano-1.html,,-6.10,-0.30,-6.40,
/player/Chris-Matagrano/Summary/17843,International,2012,13,New Hampshire,/player/Chris-Matagrano/Summary/17843=2012,/cbb/players/chris-matagrano-1.html,,-1.20,-0.20,-1.50,
/player/Raheem-May-Thompson/Summary/20697,International,2010,11,Quinnipiac,/player/Raheem-May-Thompson/Summary/20697=2010,/cbb/players/raheem-may-thompson-1.html,,-4.80,0.70,-4.10,
/player/Jeronne-Maymon/Summary/3544,International,2010,11,Tennessee,/player/Jeronne-Maymon/Summary/3544=2010,/cbb/players/jeronne-maymon-1.html,,-3.70,-0.80,-4.60,
/player/Jeronne-Maymon/Summary/3544,International,2011,12,Tennessee,/player/Jeronne-Maymon/Summary/3544=2011,/cbb/players/jeronne-maymon-1.html,,2.90,2.50,5.40,
/player/Jeronne-Maymon/Summary/3544,International,2013,14,Tennessee,/player/Jeronne-Maymon/Summary/3544=2013,/cbb/players/jeronne-maymon-1.html,,3.30,3.20,6.50,
/player/Yous-Mbao/Summary/6165,International,2011,12,Marshall,/player/Yous-Mbao/Summary/6165=2011,/cbb/players/youssoupha-mbao-1.html,,-8.20,8.10,-0.10,
/player/Yous-Mbao/Summary/6165,International,2012,13,Marshall,/player/Yous-Mbao/Summary/6165=2012,/cbb/players/youssoupha-mbao-1.html,,-8.90,1.60,-7.30,
/player/Yous-Mbao/Summary/6165,International,2013,14,Marshall,/player/Yous-Mbao/Summary/6165=2013,/cbb/players/youssoupha-mbao-1.html,,-8.00,2.80,-5.10,
/player/Eric-McAlister/Summary/17903,International,2010,11,Stony Brook,/player/Eric-McAlister/Summary/17903=2010,/cbb/players/eric-mcalister-1.html,,-4.70,1.80,-3.00,
/player/Eric-McAlister/Summary/17903,International,2011,12,Stony Brook,/player/Eric-McAlister/Summary/17903=2011,/cbb/players/eric-mcalister-1.html,,-5.00,0.40,-4.60,
/player/Eric-McAlister/Summary/17903,International,2012,13,Stony Brook,/player/Eric-McAlister/Summary/17903=2012,/cbb/players/eric-mcalister-1.html,,-1.20,2.10,0.90,
/player/Eric-McAlister/Summary/17903,International,2013,14,Stony Brook,/player/Eric-McAlister/Summary/17903=2013,/cbb/players/eric-mcalister-1.html,,0.50,2.50,3.00,
/player/CJ-McCollum/Summary/17251,NBA,2010,11,Lehigh,/player/CJ-McCollum/Summary/17251=2010,/cbb/players/cj-mccollum-1.html,,3.20,1.10,4.30,
/player/CJ-McCollum/Summary/17251,NBA,2011,12,Lehigh,/player/CJ-McCollum/Summary/17251=2011,/cbb/players/cj-mccollum-1.html,,6.80,3.00,9.80,
/player/CJ-McCollum/Summary/17251,NBA,2012,13,Lehigh,/player/CJ-McCollum/Summary/17251=2012,/cbb/players/cj-mccollum-1.html,,8.70,-0.70,8.10,
/player/Daryl-McCoy/Summary/18540,International,2010,11,Drexel,/player/Daryl-McCoy/Summary/18540=2010,/cbb/players/daryl-mccoy-1.html,,-1.10,4.60,3.60,
/player/Daryl-McCoy/Summary/18540,International,2011,12,Drexel,/player/Daryl-McCoy/Summary/18540=2011,/cbb/players/daryl-mccoy-1.html,,-1.30,2.70,1.40,
/player/Daryl-McCoy/Summary/18540,International,2012,13,Drexel,/player/Daryl-McCoy/Summary/18540=2012,/cbb/players/daryl-mccoy-1.html,,-1.50,2.50,0.90,
/player/Leslie-McDonald/Summary/2362,D-League,2010,11,North Carolina,/player/Leslie-McDonald/Summary/2362=2010,/cbb/players/leslie-mcdonald-1.html,,4.40,1.40,5.80,
/player/Leslie-McDonald/Summary/2362,D-League,2012,13,North Carolina,/player/Leslie-McDonald/Summary/2362=2012,/cbb/players/leslie-mcdonald-1.html,,3.50,0.30,3.80,
/player/Leslie-McDonald/Summary/2362,D-League,2013,14,North Carolina,/player/Leslie-McDonald/Summary/2362=2013,/cbb/players/leslie-mcdonald-1.html,,2.60,-0.60,2.10,
/player/Rodney-McGruder/Summary/4210,NBA,2010,11,Kansas State,/player/Rodney-McGruder/Summary/4210=2010,/cbb/players/rodney-mcgruder-1.html,,5.10,2.30,7.40,
/player/Rodney-McGruder/Summary/4210,NBA,2011,12,Kansas State,/player/Rodney-McGruder/Summary/4210=2011,/cbb/players/rodney-mcgruder-1.html,,6.30,1.80,8.10,
/player/Rodney-McGruder/Summary/4210,NBA,2012,13,Kansas State,/player/Rodney-McGruder/Summary/4210=2012,/cbb/players/rodney-mcgruder-1.html,,5.50,1.60,7.20,
/player/Mark-McLaughlin/Summary/4487,D-League,2010,11,Seattle,/player/Mark-McLaughlin/Summary/4487=2010,/cbb/players/mark-mclaughlin-1.html,,-3.50,-1.00,-4.50,
/player/Liam-McMorrow/Summary/6166,International,2010,11,Tennessee Tech ,/player/Liam-McMorrow/Summary/6166=2010,/cbb/players/liam-mcmorrow-1.html,,-5.00,-0.30,-5.20,
/player/Liam-McMorrow/Summary/6166,International,2011,12,Tennessee Tech ,/player/Liam-McMorrow/Summary/6166=2011,/cbb/players/liam-mcmorrow-1.html,,-2.00,-1.00,-3.00,
/player/Lateef-McMullan/Summary/16824,International,2011,12,Portland State,/player/Lateef-McMullan/Summary/16824=2011,/cbb/players/lateef-mcmullan-1.html,,-0.80,-3.00,-3.80,
/player/Lateef-McMullan/Summary/16824,International,2012,13,Portland State,/player/Lateef-McMullan/Summary/16824=2012,/cbb/players/lateef-mcmullan-1.html,,1.90,-4.60,-2.60,
/player/Maurice-McNeil/Summary/7759,International,2010,11,Houston,/player/Maurice-McNeil/Summary/7759=2010,/cbb/players/maurice-mcneil-1.html,,-2.00,0.80,-1.20,
/player/Preston-Medlin/Summary/9209,International,2011,12,Utah State,/player/Preston-Medlin/Summary/9209=2011,/cbb/players/preston-medlin-1.html,,7.60,-1.00,6.60,
/player/Preston-Medlin/Summary/9209,International,2012,13,Utah State,/player/Preston-Medlin/Summary/9209=2012,/cbb/players/preston-medlin-1.html,,6.10,-1.90,4.10,
/player/Preston-Medlin/Summary/9209,International,2013,14,Utah State,/player/Preston-Medlin/Summary/9209=2013,/cbb/players/preston-medlin-1.html,,4.60,-2.10,2.50,
/player/Khris-Middleton/Summary/4294,NBA,2010,11,Texas A&M,/player/Khris-Middleton/Summary/4294=2010,/cbb/players/khris-middleton-1.html,,5.80,3.00,8.80,
/player/Khris-Middleton/Summary/4294,NBA,2011,12,Texas A&M,/player/Khris-Middleton/Summary/4294=2011,/cbb/players/khris-middleton-1.html,,2.60,1.90,4.50,
/player/LaQuentin-Miles/Summary/12103,D-League,2011,12,Central Arkansas,/player/LaQuentin-Miles/Summary/12103=2011,/cbb/players/laquentin-miles-1.html,,2.00,-1.70,0.30,
/player/LaQuentin-Miles/Summary/12103,D-League,2012,13,Central Arkansas,/player/LaQuentin-Miles/Summary/12103=2012,/cbb/players/laquentin-miles-1.html,,-0.90,-2.10,-2.90,
/player/LaQuentin-Miles/Summary/12103,D-League,2013,14,Central Arkansas,/player/LaQuentin-Miles/Summary/12103=2013,/cbb/players/laquentin-miles-1.html,,-0.30,-2.90,-3.20,
/player/Aric-Miller/Summary/19027,International,2010,11,Bethune-Cookman,/player/Aric-Miller/Summary/19027=2010,/cbb/players/aric-miller-1.html,,-4.90,-2.80,-7.70,
/player/Dane-Miller/Summary/6318,International,2010,11,Rutgers,/player/Dane-Miller/Summary/6318=2010,/cbb/players/dane-miller-1.html,,-0.10,5.50,5.30,
