name,year,playerid,height_no_shoes,height_shoes,weight,wingspan,st_reach,body_fat,hand_len,hand_width,no_step_vert,no_step_vert_reach,max_vert,max_vert_reach,bench,agility,sprint
Al Horford,2007,/player/Al-Horford/Summary/35,80.75,81.75,246,84.75,107,9.1,NA,NA,31,138,35.5,142.5,20,12.15,3.37
Ali Traore,2007,/player/Ali-Traore/Summary/1968,80.75,81.75,249,88,108.5,12.1,NA,NA,25,133.5,29,137.5,11,12.16,3.52
Al Jefferson,2004,/player/Al-Jefferson/Summary/384,80.5,81.75,263,86.5,110,NA,NA,NA,28.5,138.5,30,140,3,13.08,3.29
Allan Ray,2006,/player/Allan-Ray/Summary/1091,73,74.25,204,80,99.5,9.8,NA,NA,28.5,128,35.5,135,9,11.01,3.2
Allen Crabbe,2013,/player/Allen-Crabbe/Summary/9300,77.25,78.25,197,83.25,103.5,4.7,8.25,8.5,30.5,134,36,139.5,10,10.67,3.32
Allerik Freeman,2011,/player/Allerik-Freeman/Summary/24672,NA,76,197,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allerik Freeman,2012,/player/Allerik-Freeman/Summary/24672,74.25,NA,193,76.25,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allerik Freeman,2012,/player/Allerik-Freeman/Summary/24672,NA,75.5,196,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allerik Freeman,2012,/player/Allerik-Freeman/Summary/24672,NA,75.5,196,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allerik Freeman,2015,/player/Allerik-Freeman/Summary/24672,NA,75,198,76,98,5,8,9,NA,NA,37,135,11,9.8,3.08
Allonzo Trier,2013,/player/Allonzo-Trier/Summary/42371,76,NA,185,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allonzo Trier,2014,/player/Allonzo-Trier/Summary/42371,75,76,200,78,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allonzo Trier,2014,/player/Allonzo-Trier/Summary/42371,NA,75.25,194,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allonzo Trier,2015,/player/Allonzo-Trier/Summary/42371,76,77,207,78,98.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allonzo Trier,2015,/player/Allonzo-Trier/Summary/42371,75.75,77,199,78,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alonzo Gee,2009,/player/Alonzo-Gee/Summary/1657,77.25,78.5,225,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aloysius Anagonye,2003,/player/Aloysius-Anagonye/Summary/3259,78.75,80,257,86.5,106,10.5,NA,NA,31,137,34.5,140.5,6,12.93,3.3
Alpha Kaba,2015,/player/Alpha-Kaba/Summary/72635,80.5,82,226,89.25,110.5,NA,NA,NA,26.5,137,30,140.5,NA,NA,3.6
Alter Gilbert,2013,/player/Alter-Gilbert/Summary/76755,70,NA,161,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alter Gilbert,2015,/player/Alter-Gilbert/Summary/76755,NA,71,175,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alter Gilbert,2016,/player/Alter-Gilbert/Summary/76755,NA,70.5,181,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Al Thornton,2007,/player/Al-Thornton/Summary/39,77.75,79,221,85,104,5.8,NA,NA,35,139,41,145,9,11.96,3.16
Amarveer Singh,2014,/player/Amarveer-Singh/Summary/88707,77,NA,187,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amath M'Baye,2013,/player/Amath-MBaye/Summary/10105,80,81,216,82.25,104.5,5.6,8.5,9,31,135.5,36,140.5,13,11.05,3.41
Amauri Hardy,2015,/player/Amauri-Hardy/Summary/88805,72,NA,186,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amedeo Della Valle,2014,/player/Amedeo-Della-Valle/Summary/26524,NA,NA,184,78.75,101,NA,NA,NA,25.5,126.5,30,131,NA,11.96,3.45
Amida Brimah,2015,/player/Amida-Brimah/Summary/56938,81.5,NA,227,90,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amile Jefferson,2010,/player/Amile-Jefferson/Summary/24249,79,NA,185,84,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amile Jefferson,2011,/player/Amile-Jefferson/Summary/24249,NA,81,197,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amile Jefferson,2011,/player/Amile-Jefferson/Summary/24249,NA,81,197,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Coffey,2012,/player/Amir-Coffey/Summary/59502,74,75,155,76,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Coffey,2013,/player/Amir-Coffey/Summary/59502,75,76,168,77,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Coffey,2013,/player/Amir-Coffey/Summary/59502,NA,78,173,78,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Coffey,2014,/player/Amir-Coffey/Summary/59502,78,NA,175,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Coffey,2014,/player/Amir-Coffey/Summary/59502,77.5,78.5,175,79,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Garrett,2010,/player/Amir-Garrett/Summary/24233,77.5,NA,189,82,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Williams,2010,/player/Amir-Williams/Summary/24176,NA,82,220,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amir Williams,2015,/player/Amir-Williams/Summary/24176,82,NA,257,87,107,NA,NA,NA,30.5,137.5,NA,NA,NA,6.19,3.56
Anatoly Kolesnikov,2011,/player/Anatoly-Kolesnikov/Summary/43699,78,NA,196,80.5,101.75,NA,NA,NA,NA,NA,NA,NA,NA,11.39,3.32
Andrea Bargnani,2006,/player/Andrea-Bargnani/Summary/65,84,85.25,249,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andreas Person,2010,/player/Andreas-Person/Summary/25978,74.02,74.8,174,76.38,98.03,NA,NA,NA,25.6,123.63,34.6,132.63,NA,NA,NA
Andre Barrett,2004,/player/Andre-Barrett/Summary/1072,68.75,69.75,171,73,92,NA,NA,NA,29,121,34.5,126.5,13,10.63,3.08
Andre Brown,2004,/player/Andre-Brown/Summary/185,80,81.5,236,83,107,NA,NA,NA,32,139,35.5,142.5,18,11.7,3.22
Andre Dawkins,2009,/player/Andre-Dawkins/Summary/3670,NA,76.5,196,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Dawkins,2009,/player/Andre-Dawkins/Summary/3670,NA,76.5,196,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Dawkins,2014,/player/Andre-Dawkins/Summary/3670,75.5,NA,206,80.5,98.5,NA,NA,NA,30,128.5,NA,NA,NA,10.89,3.43
Andre Dawkins,2015,/player/Andre-Dawkins/Summary/3670,75.25,76.5,216,80.5,100,NA,NA,NA,28,128,33.5,133.5,NA,12.12,3.46
Andre Drummond,2012,/player/Andre-Drummond/Summary/24241,81.75,83.75,279,90.25,109.5,7.5,9.5,9.5,31.5,141,33.5,143,10,10.83,3.39
Andre Emmett,2003,/player/Andre-Emmett/Summary/410,75.75,76.5,217,81,102.5,8,NA,NA,31,133.5,36,138.5,18,10.66,3.15
Andre Emmett,2004,/player/Andre-Emmett/Summary/410,75.5,76.5,216,81,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Hollins,2015,/player/Andre-Hollins/Summary/24219,72.25,NA,195,80.5,98,NA,NA,NA,27.5,125.5,NA,NA,NA,5.87,3.39
Andre Iguodala,2004,/player/Andre-Iguodala/Summary/379,77.75,78.75,217,83,105.5,NA,NA,NA,30.5,136,34.5,140,4,11.17,3.18
Andreja Milutinovic,2009,/player/Andreja-Milutinovic/Summary/27026,77.5,78.5,194,78.5,102,NA,NA,NA,27,129,35,137,NA,NA,3.55
Andreja Milutinovic,2010,/player/Andreja-Milutinovic/Summary/27026,78.74,79.53,207,79.53,103.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andreja Milutinovic,2011,/player/Andreja-Milutinovic/Summary/27026,77.56,78.74,198,77.95,101.18,5.8,NA,NA,21.3,122.48,32.8,133.98,NA,NA,3.12
Andre Roberson,2012,/player/Andre-Roberson/Summary/23283,NA,79,195,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Roberson,2013,/player/Andre-Roberson/Summary/23283,78.25,79,206,83,104.5,7.1,8.75,9.5,30,134.5,36.5,141,10,11.36,3.34
Andre Stringer,2009,/player/Andre-Stringer/Summary/9369,NA,69.5,166,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Stringer,2009,/player/Andre-Stringer/Summary/9369,NA,69.5,166,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Albicy,2011,/player/Andrew-Albicy/Summary/9265,69.29,70.47,171,71.65,90.16,4,NA,NA,22.6,112.76,28.7,118.86,NA,NA,3.35
Andrew Albicy,2012,/player/Andrew-Albicy/Summary/9265,68.5,70,169,74,92.5,NA,NA,NA,26,118.5,30,122.5,NA,10.89,3.32
Andrew Bogut,2005,/player/Andrew-Bogut/Summary/58,83,84.25,251,87,110.5,NA,NA,NA,27.5,138,33.5,144,13,12.06,3.51
Andrew Drone,2012,/player/Andrew-Drone/Summary/57070,80,NA,283,81.75,106.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Goudelock,2011,/player/Andrew-Goudelock/Summary/9577,73,NA,200,76.5,96,NA,NA,NA,30,126,NA,NA,NA,11.32,3.15
Andrew Goudelock,2011,/player/Andrew-Goudelock/Summary/9577,73.25,74.75,198,76.25,96.5,9.9,8.25,9.25,32.5,129,37,133.5,4,10.33,3.1
Andrew Goudelock,2011,/player/Andrew-Goudelock/Summary/9577,73.5,74,203,76.5,96.5,11.8,9,NA,31.5,128,36.5,133,NA,8.23,3.78
Andrew Harrison,2011,/player/Andrew-Harrison/Summary/24306,NA,77.75,209,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Harrison,2012,/player/Andrew-Harrison/Summary/24306,NA,77,214,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Harrison,2013,/player/Andrew-Harrison/Summary/24306,NA,77,207,80,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Harrison,2014,/player/Andrew-Harrison/Summary/24306,77,78,210,80.25,99,4,8.5,10,30,129,36.5,135.5,13,10.52,3.19
Andrew Harrison,2015,/player/Andrew-Harrison/Summary/24306,76.5,77.5,213,81,100,5.9,8.25,9.25,26.5,126.5,33,133,NA,11.16,3.34
Andrew Harrison,2015,/player/Andrew-Harrison/Summary/24306,76.5,77.5,213.2,81,100,5.9,8.25,9.25,NA,NA,NA,NA,NA,NA,NA
Andrew Jones,2017,/player/Andrew-Jones/Summary/103161,75,76.25,185,78.5,99.5,4.9,8.5,9,NA,NA,NA,NA,NA,NA,NA
Andrew Lawrence,2013,/player/Andrew-Lawrence/Summary/21027,72.5,73.5,196,76.5,95.5,NA,NA,NA,31,126.5,35.5,131,NA,10.69,3.25
Andrew Nicholson,2012,/player/Andrew-Nicholson/Summary/10813,80.5,81.5,234,88,107,7.6,10,10.75,28.5,135.5,30.5,137.5,10,11.89,3.67
Andrew Warren,2011,/player/Andrew-Warren/Summary/7052,76.5,NA,199,79,100.75,NA,NA,NA,27,127.75,NA,NA,NA,11.96,3.25
Andrew Wiggins,2011,/player/Andrew-Wiggins/Summary/24682,NA,79,190,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Wiggins,2012,/player/Andrew-Wiggins/Summary/24682,NA,79,195,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Wiggins,2012,/player/Andrew-Wiggins/Summary/24682,NA,79,196,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Wiggins,2013,/player/Andrew-Wiggins/Summary/24682,NA,80,197,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Vorontsevich,2009,/player/Andrey-Vorontsevich/Summary/2932,80.5,81,235,81,107,NA,NA,NA,27,134,30,137,NA,NA,3.77
Andy Rautins,2010,/player/Andy-Rautins/Summary/6520,76.25,77,192,79,100,6.2,8,9.75,23.5,123.5,30.5,130.5,8,11.27,3.49
Angel Delgado,2013,/player/Angel-Delgado/Summary/52549,NA,81,216,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angel Delgado,2013,/player/Angel-Delgado/Summary/52549,NA,81,216,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angel Garcia,2011,/player/Angel-Garcia/Summary/2415,81.5,82.68,234,83.07,103.94,6.7,NA,NA,19.3,123.24,25.8,129.74,NA,NA,3.54
Angelo Chol,2010,/player/Angelo-Chol/Summary/24206,NA,80,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angelo Chol,2010,/player/Angelo-Chol/Summary/24206,NA,81,200,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angelo Sharpless,2013,/player/Angelo-Sharpless/Summary/32999,75.5,77,199,80.5,100.5,7,8,9,31.5,132,38,138.5,3,11.4,3.08
Anrijs Miska,2015,/player/Anrijs-Miska/Summary/91765,79.25,80.25,182,79,103.5,NA,NA,NA,23.5,127,30,133.5,NA,NA,3.52
Antanas Kavaliauskas,2007,/player/Antanas-Kavaliauskas/Summary/1997,81.5,82.5,241,82.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antanas Kavaliauskas,2007,/player/Antanas-Kavaliauskas/Summary/1997,81,82.5,237,82.5,106.5,7.7,NA,NA,25.5,132,30,136.5,19,11.19,3.42
Anthony Bennett,2011,/player/Anthony-Bennett/Summary/24660,NA,79,242,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Bennett,2011,/player/Anthony-Bennett/Summary/24660,NA,79,242,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Bennett,2012,/player/Anthony-Bennett/Summary/24660,NA,79,239,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Brown,2009,/player/Anthony-Brown/Summary/4255#International,NA,78,184,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Brown,2014,/player/Anthony-Brown/Summary/6998,NA,79,207,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Brown,2015,/player/Anthony-Brown/Summary/6998,77.25,80.5,211,83.25,104.5,6.1,8.5,9,27.5,132,34.5,139,NA,11.06,3.18
Anthony Brown,2015,/player/Anthony-Brown/Summary/6998,77.75,79.25,211,83,104.5,6.1,8.5,9,NA,NA,NA,NA,NA,NA,NA
Anthony Collins,2013,/player/Anthony-Collins/Summary/28980,NA,73,173,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Cowan,2015,/player/Anthony-Cowan/Summary/85658,69.5,NA,163,73,94.5,NA,NA,NA,26,120.5,31,125.5,NA,12.82,3.34
Anthony Davis,2010,/player/Anthony-Davis/Summary/13305,80,NA,190,86,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis,2010,/player/Anthony-Davis/Summary/13305,NA,81,187,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis,2010,/player/Anthony-Davis/Summary/13305,NA,81,187,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis,2011,/player/Anthony-Davis/Summary/13305,NA,82,214,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis,2011,/player/Anthony-Davis/Summary/13305,NA,82,214,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis,2012,/player/Anthony-Davis/Summary/13305,81.25,82.5,222,89.5,108,7.9,9,8.5,NA,NA,NA,NA,NA,NA,NA
Anthony Gurley,2011,/player/Anthony-Gurley/Summary/4402,74,NA,212,78.5,97.75,NA,NA,NA,28.5,126.25,NA,NA,NA,12.06,3.31
Anthony Ireland,2014,/player/Anthony-Ireland/Summary/23413,69.25,NA,176,74.5,88.5,NA,NA,NA,33,121.5,NA,NA,NA,11.89,3.18
Anthony King,2008,/player/Anthony-King/Summary/4319,79,81.75,238,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Marshall,2013,/player/Anthony-Marshall/Summary/10002,73.5,NA,199,82,100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Morrow,2008,/player/Anthony-Morrow/Summary/864,77.5,78.5,207,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Randolph,2008,/player/Anthony-Randolph/Summary/768,81,82.25,197,87,109,4.7,NA,NA,29,138,35,144,7,11.86,3.26
Anthony Randolph,2015,/player/Anthony-Randolph/Summary/768,82,84,230,87,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Roberson,2005,/player/Anthony-Roberson/Summary/865,72.75,74.5,179,74.75,95,NA,NA,NA,31.5,126.5,37,132,14,11.17,3.19
Anthony Tolliver,2007,/player/Anthony-Tolliver/Summary/328,79.5,80,244,86.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Tolliver,2007,/player/Anthony-Tolliver/Summary/328,79,80.5,242,86.5,107.5,5.7,NA,NA,28.5,136,30,137.5,21,11.49,3.29
Anthony Winchester,2006,/player/Anthony-Winchester/Summary/20412,75.5,77,208,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antoine Diot,2011,/player/Antoine-Diot/Summary/9266,74.8,75.98,189,77.95,96.85,9.1,NA,NA,23.4,120.25,32,128.85,NA,NA,3.31
Antoine Jordan,2006,/player/Antoine-Jordan/Summary/18424,75.5,76.5,194,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antoine Wright,2005,/player/Antoine-Wright/Summary/307,77.25,78.25,203,80.75,104.5,NA,NA,NA,26.5,131,29.5,134,12,11.45,3.41
Anton Beard,2013,/player/Anton-Beard/Summary/41315,NA,71.5,187,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Beard,2013,/player/Anton-Beard/Summary/41315,NA,71.5,187,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Anderson,2009,/player/Antonio-Anderson/Summary/1763,76.5,77.5,208,79.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Blakeney,2013,/player/Antonio-Blakeney/Summary/72599,74,NA,168,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Blakeney,2014,/player/Antonio-Blakeney/Summary/72599,NA,76,177,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Blakeney,2014,/player/Antonio-Blakeney/Summary/72599,NA,76,177,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Blakeney,2014,/player/Antonio-Blakeney/Summary/72599,NA,75.5,177,79.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Blakeney,2015,/player/Antonio-Blakeney/Summary/72599,NA,76.5,189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Blakeney,2015,/player/Antonio-Blakeney/Summary/72599,75,76,190,79.5,99.75,4.7,8.5,9.5,39,138.75,45,144.75,8,11.27,2.98
Antonio Blakeney,2015,/player/Antonio-Blakeney/Summary/72599,74.5,NA,190,80,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Burks,2004,/player/Antonio-Burks/Summary/409,72,72.75,191,78.5,96.5,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
Anton Ponomarev,2009,/player/Anton-Ponomarev/Summary/2571,81.5,82.75,228,82.75,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72
Antywane Robinson,2006,/player/Antywane-Robinson/Summary/934,78.25,79.5,217,88.5,105.5,6.9,NA,NA,29,134.5,32.5,138,12,11.73,3.4
Aquille Carr,2013,/player/Aquille-Carr/Summary/41958,64.5,65.5,144,71.5,87,NA,NA,NA,33,120,36.5,123.5,NA,12.45,3.19
Archie Goodwin,2010,/player/Archie-Goodwin/Summary/24257,NA,76,181,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Archie Goodwin,2012,/player/Archie-Goodwin/Summary/24257,75.5,77,195,82,100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Archie Goodwin,2013,/player/Archie-Goodwin/Summary/24257,75.75,77.25,189,81.5,102,4.6,8.5,9,30,132,36,138,1,10.75,3.27
Arizona Reid,2008,/player/Arizona-Reid/Summary/16090,75.5,76.25,196,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armon Johnson,2010,/player/Armon-Johnson/Summary/9037,74,75.25,195,80,99.5,5.6,8.25,9.25,31.5,131,38.5,138,18,11.25,3.19
Arnaud Moto,2011,/player/Arnaud-Moto/Summary/24666,NA,78,218,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnaud Moto,2011,/player/Arnaud-Moto/Summary/24666,NA,77.5,218,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnett Moultrie,2012,/player/Arnett-Moultrie/Summary/8265,81.5,82.75,233,86.25,106.5,7.7,9.25,9.25,33.5,140,37.5,144,10,11.32,3.22
Arnoldas Kulboka,2014,/player/Arnoldas-Kulboka/Summary/72296,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,28,NA,NA,12.72,3.69
Aron Baynes,2009,/player/Aron-Baynes/Summary/1790,82.5,84,259,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arsalan Kazemi,2013,/player/Arsalan-Kazemi/Summary/7903,78.5,79.5,228,84,103.5,9,8.25,9.75,30,133.5,33.5,137,12,11.66,3.43
Artem Klimenko,2012,/player/Artem-Klimenko/Summary/41217,83.5,84.75,228,88,112,NA,NA,NA,24.5,136.5,28,140,NA,11.93,3.7
Artem Pustovyi,2012,/player/Artem-Pustovyi/Summary/26007,85.25,86.25,213,89,113,NA,NA,NA,23.5,136.5,29.5,142.5,NA,12.39,3.7
Artem Pustovyi,2013,/player/Artem-Pustovyi/Summary/26007,85,86.5,222,88,114,NA,NA,NA,22.5,136.5,28,142,NA,12.2,3.3
Artem Pustovyi,2014,/player/Artem-Pustovyi/Summary/26007,85.5,86.5,224,88.25,114.5,NA,NA,NA,21.5,136,27,141.5,NA,12.06,3.6
Artem Zabelin,2009,/player/Artem-Zabelin/Summary/2577,84.25,85,230,84.25,112,NA,NA,NA,24,136,29,141,NA,NA,3.63
Arthur Johnson,2004,/player/Arthur-Johnson/Summary/1103,79,80.5,262,87,109,NA,NA,NA,26.5,135.5,28.5,137.5,14,11.81,3.38
Artsiom Parakhouski,2010,/player/Artsiom-Parakhouski/Summary/8225,82.25,83.75,268,85,109.5,6,9,10.5,25.5,135,26.5,136,16,12.07,3.33
Asante Gist,2014,/player/Asante-Gist/Summary/76756,69,NA,178,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Gibbs,2011,/player/Ashton-Gibbs/Summary/6227,NA,74.25,185,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Gibbs,2011,/player/Ashton-Gibbs/Summary/6227,72,73.5,182,78.5,95.5,11.5,9.25,NA,23.5,119,28.5,124,NA,9.75,4.14
Ashton Gibbs,2012,/player/Ashton-Gibbs/Summary/6227,72.5,NA,183,78.5,NA,NA,NA,NA,24.8,NA,NA,NA,NA,11.69,3.45
Ashton Gibbs,2012,/player/Ashton-Gibbs/Summary/6227,72,72.75,188,77.5,95.75,13.3,9.13,NA,26.3,122.05,30.8,126.55,7,11.96,3.35
Achcraf Yacoubou,2010,/player/Ash-Yacoubou//24368,NA,77,203,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ash Yacoubou,2010,/player/Ash-Yacoubou/Summary/24368,76,NA,202,80,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ash Yacoubou,2010,/player/Ash-Yacoubou/Summary/24368,NA,77,203,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Askia Booker,2015,/player/Askia-Booker/Summary/30386,72.5,NA,168,74,94.5,NA,NA,NA,30.5,125,NA,NA,NA,5.4,3.27
Aubrey Coleman,2010,/player/Aubrey-Coleman/Summary/7751,73.5,NA,198,77,96.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aubrey Dawkins,2015,/player/Aubrey-Dawkins/Summary/79866,76.75,NA,200,80.5,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Augusto Cesar Lima,2010,/player/Augusto-Cesar-Lima/Summary/24371,80.71,81.89,226,85.04,108.66,NA,NA,NA,22.8,131.46,33.1,141.76,NA,NA,NA
Augusto Lima,2011,/player/Augusto-Cesar-Lima/Summary/24371,80.71,81.89,225,84.65,105.12,6.6,NA,NA,22.2,127.32,29.1,134.22,NA,NA,3.45
Augusto Lima,2013,/player/Augusto-Cesar-Lima/Summary/24371,81,82.5,234,84,108,NA,NA,NA,26,134,31,139,NA,12.03,3.37
Augustus Gilchrist,2010,/player/Augustus-Gilchrist/Summary/6409,NA,82,243,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Augustus Gilchrist,2012,/player/Augustus-Gilchrist/Summary/6409,81.5,NA,239,86.75,NA,NA,NA,NA,24.8,NA,NA,NA,NA,11.58,3.51
Austin Colbert,2011,/player/Austin-Colbert/Summary/24314,NA,81,195,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Colbert,2012,/player/Austin-Colbert/Summary/24314,NA,80.5,201,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Colbert,2012,/player/Austin-Colbert/Summary/24314,NA,80.5,201,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Daye,2009,/player/Austin-Daye/Summary/1625,81.75,82.75,192,86.75,110,5.5,NA,NA,25,135,28,138,NA,12.11,3.55
Austin Etherington,2010,/player/Austin-Etherington/Summary/28752,77,NA,197,78,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Freeman,2010,/player/Austin-Freeman/Summary/2155,NA,76,242,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Freeman,2011,/player/Austin-Freeman/Summary/2155,74.5,75.5,226,82,100.5,13.1,9.5,NA,29.5,130,35.5,136,NA,8.91,4.07
Austin Grandstaff,2013,/player/Austin-Grandstaff/Summary/52552,76,NA,179,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Grandstaff,2013,/player/Austin-Grandstaff/Summary/52552,NA,77,184,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Grandstaff,2014,/player/Austin-Grandstaff/Summary/52552,NA,77,181,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Grandstaff,2014,/player/Austin-Grandstaff/Summary/52552,NA,77,181,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Grandstaff,2014,/player/Austin-Grandstaff/Summary/52552,NA,75.5,194,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
