name,year,playerid,height_no_shoes,height_shoes,weight,wingspan,st_reach,body_fat,hand_len,hand_width,no_step_vert,no_step_vert_reach,max_vert,max_vert_reach,bench,agility,sprint
Romello White,2015,/player/Romello-White/Summary/76389,79,NA,224,83.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Travis,2007,/player/Romeo-Travis/Summary/1835,77,78,221,81.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romero Osby,2013,/player/Romero-Osby/Summary/5841,78,80,240,81.75,104,8.9,7.75,8.75,31.5,135.5,35.5,139.5,13,12.11,3.35
Ronald Dupree,2003,/player/Ronald-Dupree/Summary/291,78,NA,209,80.25,101,6.7,NA,NA,37.5,138.5,41.5,142.5,11,11.09,3.23
Ronald Roberts,2014,/player/Ronald-Roberts/Summary/22570,79,NA,211,84.5,105.5,NA,NA,NA,33.5,139,NA,NA,NA,12.63,3.29
Ronald Steele,2008,/player/Ronald-Steele/Summary/2345,72.25,73.5,184,76.25,97.5,8.1,NA,NA,25,122.5,29.5,127,5,11.08,3.26
Ronald Steele,2009,/player/Ronald-Steele/Summary/2345,73.5,74.5,194,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ron Baker,2014,/player/Ron-Baker/Summary/30538,NA,76,222,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ron Baker,2015,/player/Ron-Baker/Summary/30538,74,76,210,81.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ron Baker,2016,/player/Ron-Baker/Summary/30538,75.25,76.25,212.4,81.75,97.5,7.85,8.75,9.5,NA,NA,NA,NA,NA,NA,NA
Rondae Hollis-Jefferson,2011,/player/Rondae-Hollis-Jefferson/Summary/24675,NA,78.5,192,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondae Hollis-Jefferson,2013,/player/Rondae-Hollis-Jefferson/Summary/24675,77,78,208,85,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondae Hollis-Jefferson,2013,/player/Rondae-Hollis-Jefferson/Summary/24675,NA,78.5,212,85,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondae Hollis-Jefferson,2014,/player/Rondae-Hollis-Jefferson/Summary/24675,NA,79,219,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondae Hollis-Jefferson,2015,/player/Rondae-Hollis-Jefferson/Summary/24675,77.5,79,211,86,104,5,8.75,9.75,32,136,38,142,NA,10.51,3.12
Rondae Hollis-Jefferson,2015,/player/Rondae-Hollis-Jefferson/Summary/24675,77.5,79,210.8,86,104,5,8.75,9.75,NA,NA,NA,NA,NA,NA,NA
Ron Lewis,2007,/player/Ron-Lewis/Summary/1998,74.75,76.5,194,78.5,99,4.5,NA,NA,33,132,38,137,16,11.59,3.22
Ronnie Brewer,2006,/player/Ronnie-Brewer/Summary/83,77.75,78.75,223,83.25,103.5,5,NA,NA,35,138.5,41,144.5,19,11.32,3.14
Ronnie Price,2005,/player/Ronnie-Price/Summary/886,72.75,74.25,185,77.5,96.5,NA,NA,NA,31.5,128,39,135.5,11,10.49,3.29
Ronny Turiaf,2005,/player/Ronny-Turiaf/Summary/130,80,81.25,238,85.5,106.5,NA,NA,NA,30.5,137,33,139.5,15,11.5,3.23
Ron Slay,2003,/player/Ron-Slay/Summary/4311,78,79,236,82,103.5,16.3,NA,NA,28.5,132,31.5,135,10,12.01,3.43
Roschon Prince,2012,/player/Roschon-Prince/Summary/41447,NA,77,214,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Prince,2012,/player/Roschon-Prince/Summary/41447,NA,77,214,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosco Allen,2011,/player/Rosco-Allen/Summary/24276,NA,81,190,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roscoe Smith,2009,/player/Roscoe-Smith/Summary/9279,NA,79.5,184,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roscoe Smith,2014,/player/Roscoe-Smith/Summary/9279,79.5,80.5,202,85.5,106.5,4.7,9.25,9.75,29,135.5,36,142.5,7,11.04,3.43
Rotnei Clarke,2013,/player/Rotnei-Clarke/Summary/5543,71,NA,184,74,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Hamm,2015,/player/Royce-Hamm/Summary/88116,79,NA,214,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce O'Neale,2015,/player/Royce-ONeale/Summary/31723,77.5,NA,220,82,104,NA,NA,NA,25,129,NA,NA,NA,5.4,3.3
Royce White,2012,/player/Royce-White/Summary/2542,79,80,261,84,104.5,10.6,9.5,11.5,NA,NA,NA,NA,NA,NA,NA
Roy Hemsley,2013,/player/Roy-Hemsley/Summary/84731,77,NA,269,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruben Douglas,2003,/player/Ruben-Douglas/Summary/1987,75.5,77,193,79.25,100.5,6,NA,NA,28.5,129,35,135.5,9,11.95,3.27
Rudy Fernandez,2005,/player/Rudy-Fernandez/Summary/371,76.75,78,172,79.5,101.5,NA,NA,NA,26.5,128,35.5,137,NA,10.48,3.33
Rudy Gay,2006,/player/Rudy-Gay/Summary/71,79,80,222,87,107.2,5.7,NA,NA,33,140.2,40.5,147.7,9,11.03,3.32
Rudy Gobert,2013,/player/Rudy-Gobert/Summary/25858,84.5,86,238,92.5,115,4.4,9.75,10,25,140,29,144,7,12.85,3.57
Rudy Jomby,2009,/player/Rudy-Jomby/Summary/2568,76.25,77.5,211,80.25,102,NA,NA,NA,30,132,37,139,NA,NA,3.45
Ruot Monyyong,2015,/player/Ruot-Monyyong/Summary/131199,80,NA,175,83,108.5,NA,NA,NA,23.5,132,29,137.5,NA,15.2,3.64
Russell Barlow,2015,/player/Russell-Barlow/Summary/104350,79,NA,215,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Byrd,2009,/player/Russell-Byrd/Summary/9361,NA,79,189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Byrd,2009,/player/Russell-Byrd/Summary/9361,NA,79,189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Carter,2007,/player/Russell-Carter/Summary/1923,75.75,76.5,224,80.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Carter,2007,/player/Russell-Carter/Summary/1923,75,76.5,221,80.5,97.5,6,NA,NA,33,130.5,38.5,136,25,11.61,3.29
Russell Hicks,2009,/player/Russell-Hicks/Summary/8457,83.5,85.25,246,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Robinson,2008,/player/Russell-Robinson/Summary/1704,72.5,73.5,196,80,100.5,7.4,NA,NA,25,125.5,31.5,132,8,11.3,3.15
Russell Westbrook,2008,/player/Russell-Westbrook/Summary/759,74.25,75.5,192,79.75,100,4.8,NA,NA,30,130,36.5,136.5,12,10.98,3.08
Russ Smith,2014,/player/Russ-Smith/Summary/22406,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,37,NA,NA,NA,NA
Russ Smith,2014,/player/Russ-Smith/Summary/22406,71.5,72.75,160,75.5,95,3.5,8.25,8.5,29.5,124.5,34,129,NA,11.57,3.27
Ryan Anderson,2013,/player/Ryan-Anderson/Summary/24207,NA,81,226,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Arcidiacono,2010,/player/Ryan-Arcidiacono/Summary/24274,74.5,NA,191,76,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Arcidiacono,2011,/player/Ryan-Arcidiacono/Summary/24274,NA,76,188,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Arcidiacono,2013,/player/Ryan-Arcidiacono/Summary/24274,74,75,200,74.75,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Boatright,2010,/player/Ryan-Boatright/Summary/24215,70,NA,152,72,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Boatright,2015,/player/Ryan-Boatright/Summary/24215,70,71,170,72.5,92.5,6.6,7.5,8.75,32,124.5,41,133.5,NA,10.79,3.26
Ryan Boatright,2015,/player/Ryan-Boatright/Summary/24215,70,71,169.6,72.5,92.5,6.6,7.5,8.75,NA,NA,NA,NA,NA,NA,NA
Ryan Broekhoff,2013,/player/Ryan-Broekhoff/Summary/15764,77.5,NA,201,81.5,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Broekhoff,2013,/player/Ryan-Broekhoff/Summary/15764,77.5,78.5,203,81,101.5,NA,NA,NA,28,129.5,31,132.5,NA,10.92,3.37
Ryan Gomes,2004,/player/Ryan-Gomes/Summary/136,78.5,79.75,248,86,106.5,NA,NA,NA,26.5,133,30.5,137,9,12.49,3.24
Ryan Harrow,2015,/player/Ryan-Harrow/Summary/9292,72.25,NA,164,77,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Hollins,2015,/player/Ryan-Hollins/Summary/115,84,85,245,86,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Kelly,2012,/player/Ryan-Kelly/Summary/2193,NA,83,232,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Kelly,2012,/player/Ryan-Kelly/Summary/2193,NA,83,232,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Kelly,2013,/player/Ryan-Kelly/Summary/2193,81.75,83.75,228,83.5,110,14.8,9,10,NA,NA,NA,NA,NA,NA,NA
Ryan Manning,2012,/player/Ryan-Manning/Summary/80974,76.5,NA,180,74.75,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Richards,2010,/player/Ryan-Richards/Summary/2434,82.5,83.75,230,85.5,110,8,9,9.75,25,135,28.5,138.5,4,11.33,3.37
Ryan Rossiter,2011,/player/Ryan-Rossiter/Summary/18410,80.5,NA,228,84,106.5,NA,NA,NA,23.5,130,NA,NA,NA,12.58,3.54
Ryan Thompson,2009,/player/Ryan-Thompson/Summary/9573,NA,77,223,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Thompson,2010,/player/Ryan-Thompson/Summary/9573,77,NA,214,80.5,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Toolson,2009,/player/Ryan-Toolson/Summary/1808,75,76.25,187,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Wittman,2010,/player/Ryan-Wittman/Summary/9451,77.5,NA,206,76.75,100.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rysheed Jordan,2012,/player/Rysheed-Jordan/Summary/50093,74.25,NA,181,80.25,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryvon Covile,2007,/player/Ryvon-Covile/Summary/1837,80,80.5,249,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryvon Covile,2007,/player/Ryvon-Covile/Summary/1837,79,80.5,250,85.25,107.5,8,NA,NA,25,132.5,30.5,138,19,12.52,3.37
Saah Nimley,2015,/player/Saah-Nimley/Summary/31165,65.75,NA,155,69,87.5,NA,NA,NA,30.5,118,NA,NA,NA,5.75,3.2
Sacha Killeya-Jones,2015,/player/Sacha-Killeya-Jones/Summary/86013,81.5,NA,202,86,109,NA,NA,NA,28,137,33.5,142.5,NA,11.84,3.49
Saer Sene,2006,/player/Saer-Sene/Summary/73,83,84,237,92.5,113,6.6,NA,NA,28.5,141.5,31,144,7,12.52,3.38
Safak Edge,2014,/player/Safak-Edge/Summary/25992,73.25,74.25,182,74.25,94,NA,NA,NA,27.5,121.5,34,128,NA,11.24,3.29
"Sam Cassell, Jr.",2011,/player/Sam-Cassell-Jr/Summary/24671,NA,76,170,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Dekker,2014,/player/Sam-Dekker/Summary/28239,NA,81,229,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Dekker,2015,/player/Sam-Dekker/Summary/28239,79.75,81,219,83.5,106,7.5,8.5,9.25,25.5,131.5,34.5,140.5,NA,10.71,3.28
Sam Dekker,2015,/player/Sam-Dekker/Summary/28239,79.75,81,218.6,83.5,106,7.5,8.5,9.25,NA,NA,NA,NA,NA,NA,NA
Sam Dower,2014,/player/Sam-Dower/Summary/8334,80.5,81.5,244,86,108.5,10.8,9,9.5,24,132.5,28,136.5,2,11.71,3.56
Sam Hoskin,2003,/player/Sam-Hoskin/Summary/2135,79.25,80.5,261,82.75,107.5,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
Samir Sehic,2013,/player/Samir-Sehic/Summary/83936,79,NA,256,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Muldrow,2011,/player/Sam-Muldrow/Summary/5882,79.75,NA,213,87,108,NA,NA,NA,32,140,NA,NA,NA,13.18,3.37
Sammy Mejia,2007,/player/Sammy-Mejia/Summary/30,77.5,78.5,214,83.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Mejia,2007,/player/Sammy-Mejia/Summary/30,77.5,79,218,83,105,8.3,NA,NA,27,132,31.5,136.5,7,11.87,3.49
Sam Thompson,2010,/player/Sam-Thompson/Summary/24184,78,NA,180,80,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Thompson,2010,/player/Sam-Thompson/Summary/24184,NA,79.5,178,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Thompson,2010,/player/Sam-Thompson/Summary/24184,NA,79.5,178,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Thompson,2013,/player/Sam-Thompson/Summary/24184,NA,79,192,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Thompson,2013,/player/Sam-Thompson/Summary/24184,NA,79,192,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samuel Deguara,2011,/player/Samuel-Deguara/Summary/27996,87.4,88.58,300,89.76,111.42,7.5,NA,NA,17.6,129.02,24.2,135.62,NA,NA,4.21
Samuel Japhet-Mathias,2015,/player/Samuel-Japhet-Mathias/Summary/53905,82,NA,289,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Young,2009,/player/Sam-Young/Summary/1626,77.25,78.75,223,82.75,105.5,4.9,NA,NA,27.5,133,33,138.5,NA,11.47,3.45
Sandy Cohen III,2013,/player/Sandy-Cohen-III/Summary/52344,NA,77,175,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandy Cohen III,2013,/player/Sandy-Cohen-III/Summary/52344,NA,77,175,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sani Ibrahim,2003,/player/Sani-Ibrahim/Summary/2698,80.5,81.5,229,85,109.5,9.3,NA,NA,26,135.5,30.5,140,12,13.02,3.4
Sarra Camara,2010,/player/Sarra-Camara/Summary/9741,79.92,81.1,223,85.04,109.84,NA,NA,NA,23.6,133.44,30.3,140.14,NA,NA,NA
Sarra Camara,2011,/player/Sarra-Camara/Summary/9741,80.31,81.5,227,85.04,107.09,5.1,NA,NA,22.2,129.29,28.3,135.39,NA,NA,3.35
Sasha Kaun,2008,/player/Sasha-Kaun/Summary/818,81,82.75,247,90,110,9.6,NA,NA,29,139,32,142,13,12.06,3.2
Sasha Vujacic,2003,/player/Sasha-Vujacic/Summary/393,77.5,78.75,193,77.5,101,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sasu Salin,2012,/player/Sasu-Salin/Summary/28648,73.75,74.75,191,77.5,98.5,NA,NA,NA,26,124.5,30.5,129,NA,11.14,3.41
Savon Goodman,2010,/player/Savon-Goodman/Summary/24271,NA,78,190,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savon Goodman,2011,/player/Savon-Goodman/Summary/24271,NA,78,211,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savon Goodman,2011,/player/Savon-Goodman/Summary/24271,NA,78,211,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schnider Herard,2014,/player/Schnider-Herard/Summary/74083,81,NA,263,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schnider Herard,2014,/player/Schnider-Herard/Summary/74083,NA,82.5,261,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoop Jardine,2011,/player/Scoop-Jardine/Summary/6530,NA,75,200,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoop Jardine,2011,/player/Scoop-Jardine/Summary/6530,NA,75,200,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scottie Wilbekin,2014,/player/Scottie-Wilbekin/Summary/23338,73.5,74.75,168,75.25,95,4.4,8.25,9.5,34,129,38.5,133.5,12,10.65,3.11
Scott Machado,2012,/player/Scott-Machado/Summary/18146,72.5,73.75,205,75,94,9.8,9.63,NA,28.5,122.5,33.5,127.5,17,12,3.23
Scott Machado,2012,/player/Scott-Machado/Summary/18146,73,74,206,76,94.5,5.8,8.5,9.5,27,121.5,32.5,127,17,11.26,3.3
Scott VanderMeer,2009,/player/Scott-VanderMeer/Summary/1724,83,85,257,85.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Wood,2013,/player/Scott-Wood/Summary/3787,76.75,NA,177,76.5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Hopson,2010,/player/Scotty-Hopson/Summary/2184,NA,79,205,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Hopson,2010,/player/Scotty-Hopson/Summary/2184,NA,79,205,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Hopson,2011,/player/Scotty-Hopson/Summary/2184,77.75,78.5,205,82.5,103.5,4.8,8.5,10,32.5,136,36,139.5,10,10.47,3.18
Scotty Hopson,2011,/player/Scotty-Hopson/Summary/2184,77.5,78.75,202,83,102.5,5,9.75,NA,33.5,136,36.5,139,NA,8.54,3.82
Seab Webster,2012,/player/Seab-Webster/Summary/58497,76.5,NA,228,79,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sead Sehovic,2009,/player/Sead-Sehovic/Summary/26090,77.5,78.5,212,80,102,NA,NA,NA,NA,NA,33,135,NA,NA,3.67
Sead Sehovic,2010,/player/Sead-Sehovic/Summary/26090,77.56,79.13,214,79.13,103.54,NA,NA,NA,21.7,125.24,34.3,137.84,NA,NA,NA
Sean Armand,2014,/player/Sean-Armand/Summary/23883,74.25,NA,194,79.5,99,NA,NA,NA,28.5,127.5,NA,NA,NA,11.42,3.47
Sean Banks,2005,/player/Sean-Banks/Summary/1116,77.75,79,206,85,108,NA,NA,NA,25,133,31.5,139.5,7,11.74,3.35
Sean Dockery,2006,/player/Sean-Dockery/Summary/2076,73,74,183,77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Dockery,2006,/player/Sean-Dockery/Summary/2076,72.75,74,182,76.5,95.5,7.3,NA,NA,29,124.5,33,128.5,4,10.88,3.34
Sean Kilpatrick,2014,/player/Sean-Kilpatrick/Summary/4347,74.5,76.25,219,79,99,9.2,9,9,NA,NA,NA,NA,NA,NA,NA
Sean Marshall,2007,/player/Sean-Marshall/Summary/1921,76.5,77.5,220,82.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean May,2005,/player/Sean-May/Summary/315,79,80.5,259,85.25,105,NA,NA,NA,30,135,33,138,12,11.04,3.29
Sean Singletary,2007,/player/Sean-Singletary/Summary/798,71,72,180,76.25,94,3.7,NA,NA,NA,NA,NA,NA,17,NA,NA
Sean Singletary,2008,/player/Sean-Singletary/Summary/798,71,72,184,76.5,95,4.2,NA,NA,26,121,NA,NA,18,NA,NA
Sebastian Saiz,2014,/player/Sebastian-Saiz/Summary/27699,NA,80,231,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedee Keita,2015,/player/Sedee-Keita/Summary/85592,81,NA,229,86.5,108,NA,NA,NA,22.5,130.5,31.5,139.5,NA,12.05,3.58
Sedrick Barefield,2013,/player/Sedrick-Barefield/Summary/54838,72,NA,185,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semaj Christon,2013,/player/Semaj-Christon/Summary/26729,NA,75,185,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semaj Christon,2013,/player/Semaj-Christon/Summary/26729,NA,75,185,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semaj Christon,2014,/player/Semaj-Christon/Summary/26729,73.5,75.25,186,78.5,99,5.3,8.5,8.25,30.5,129.5,36.5,135.5,NA,11.55,3.32
Semen Shashkov,2009,/player/Semen-Shashkov/Summary/9748,80,80.75,212,82.25,106,NA,NA,NA,29,135,33,139,NA,NA,3.73
Semen Shashkov,2010,/player/Semen-Shashkov/Summary/9748,80.31,81.89,215,83.07,107.48,NA,NA,NA,24,131.48,33.9,141.38,NA,NA,NA
Semi Ojeleye,2012,/player/Semi-Ojeleye/Summary/41446,NA,78.5,217,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semi Ojeleye,2012,/player/Semi-Ojeleye/Summary/41446,NA,78.5,217,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semi Ojeleye,2017,/player/Semi-Ojeleye/Summary/41446,77.25,78.75,241.4,81.75,102,5.5,8.75,9.5,NA,NA,NA,NA,NA,NA,NA
Sergei Lishouk,2004,/player/Sergei-Lishouk/Summary/404,82.25,83.5,244,84,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergey Karasev,2013,/player/Sergey-Karasev/Summary/24786,NA,79,197,81.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergii Gladyr,2009,/player/Sergii-Gladyr/Summary/1639,76.5,77.5,190,79,101,NA,NA,NA,31,132,32,133,NA,NA,3.3
Sergiy Zagreba,2015,/player/Sergiy-Zagreba/Summary/26599,83,84,233,85,109.5,NA,NA,NA,22.5,132,26,135.5,NA,NA,3.76
Sertac Sanli,2012,/player/Sertac-Sanli/Summary/25996,82.75,84,262,87.25,110.5,NA,NA,NA,18.5,129,24.5,135,NA,12.61,3.93
Seth Berger,2012,/player/Seth-Berger/Summary/56947,78,NA,183,80.75,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seth Curry,2013,/player/Seth-Curry/Summary/4873,73,75,179,76,97.5,9.6,8,8.25,NA,NA,NA,NA,NA,NA,NA
Seth Tuttle,2015,/player/Seth-Tuttle/Summary/30549,80.25,NA,228,83,104.5,NA,NA,NA,28,132.5,NA,NA,NA,5.36,3.54
Seventh Woods,2012,/player/Seventh-Woods/Summary/52035,70,71,169,74,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seventh Woods,2013,/player/Seventh-Woods/Summary/52035,71.5,73,170,74,96.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seventh Woods,2013,/player/Seventh-Woods/Summary/52035,NA,74,172,75,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seventh Woods,2014,/player/Seventh-Woods/Summary/52035,72,73,174,75,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seventh Woods,2015,/player/Seventh-Woods/Summary/52035,72.5,73.75,178,75.5,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seventh Woods,2015,/player/Seventh-Woods/Summary/52035,72.25,NA,171,76,97,NA,NA,NA,29,126,38.5,135.5,NA,12.36,3.25
Shabazz Muhammad,2012,/player/Shabazz-Muhammad/Summary/24245,76.5,77.75,223,83.25,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shabazz Muhammad,2013,/player/Shabazz-Muhammad/Summary/24245,76.75,78.25,222,83,104.5,9,9,10,29.5,134,37,141.5,10,10.99,3.32
Shabazz Napier,2011,/player/Shabazz-Napier/Summary/22395,NA,73,182,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shabazz Napier,2011,/player/Shabazz-Napier/Summary/22395,NA,73,182,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shabazz Napier,2013,/player/Shabazz-Napier/Summary/22395,NA,73.5,185,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shabazz Napier,2014,/player/Shabazz-Napier/Summary/22395,71,73,175,75.25,93,7.4,8.25,8.5,30.5,123.5,37.5,130.5,NA,11.6,3.2
Shake Milton,2014,/player/Shake-Milton/Summary/73155,NA,77,189,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shake Milton,2014,/player/Shake-Milton/Summary/73155,NA,77,189,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shamorie Ponds,2015,/player/Shamorie-Ponds/Summary/88764,NA,72,160,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Larkin,2010,/player/Shane-Larkin/Summary/28945,71,NA,162,71,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Larkin,2013,/player/Shane-Larkin/Summary/28945,70.25,71.5,171,70.75,89.5,3.8,7.5,8.75,34.5,124,44,133.5,12,10.64,3.08
Shane Rector,2012,/player/Shane-Rector/Summary/41398,NA,73,169,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Rector,2012,/player/Shane-Rector/Summary/41398,NA,73,169,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Southwell,2014,/player/Shane-Southwell/Summary/9406,77.5,79,210,84.5,106.5,8.4,8.5,8,26.5,133,31,137.5,6,10.74,3.38
Shan Foster,2008,/player/Shan-Foster/Summary/826,76,77.25,195,83.5,104.5,6.3,NA,NA,30,134.5,33,137.5,10,12.3,3.24
Gao Shang,2014,/player/Shang-Gao/Summary/37689,NA,79,220,79,102.5,NA,8.13,9.5,NA,NA,NA,NA,NA,NA,NA
Shannon Evans,2016,/player/Shannon-Evans/Summary/57374,70.5,NA,162.2,76,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shannon Hale,2012,/player/Shannon-Hale/Summary/41429,NA,80.5,209,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shannon Hale,2012,/player/Shannon-Hale/Summary/41429,NA,80.5,209,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shannon Scott,2010,/player/Shannon-Scott/Summary/24169,73,NA,179,77,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shannon Scott,2010,/player/Shannon-Scott/Summary/24169,NA,74,175,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shannon Scott,2011,/player/Shannon-Scott/Summary/24169,NA,74,175,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaq Goodwin,2011,/player/Shaq-Goodwin/Summary/24253,NA,80.5,248,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaq Goodwin,2013,/player/Shaq-Goodwin/Summary/24253,79,80,229,86,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaqquan Aaron,2013,/player/Shaqquan-Aaron/Summary/28234,NA,79.5,174,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaqquan Aaron,2013,/player/Shaqquan-Aaron/Summary/28234,NA,79.5,174,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
